번호,센터명,위도,경도,은행,편의점,지하철 개수,지하철 점수,지하철등급,국도(km),고속도로(km),도로점수,도로등급
517,장안지구 도시지원시설용지 지식산업센터,37.3209817999506,126.964397356585,E,E,1,27.14,D,2.98,2.05,2.43,B
518,에이스 하이테크비전21,37.3331759129116,126.958042938782,E,C,2,22.22,D,1.81,1.4,1.58,A
519,의정부 더리브 센텀스퀘어 1동,37.7472579501858,127.11922869496,E,D,0,0.0,E,7.08,0.38,0.72,A
520,의정부 더리브 센텀스퀘어 2동,37.746830303458,127.119186481027,E,D,0,0.0,E,7.08,0.38,0.72,A
521,의정부 더리브 센텀스퀘어 3동,37.7470300458864,127.12025302639,E,D,0,0.0,E,7.08,0.38,0.72,A
522,의정부 민락 듀클래스 지식산업센터,37.7470423798606,127.106293744188,C,D,1,3.99,D,1.06,1.6,1.28,A
523,의정부 민락 듀클래스 지식산업센터,37.751866774078,127.120542490546,E,D,1,3.99,D,1.94,10.0,3.25,C
524,한강듀클래스 의정부고산 A동,37.7289034741519,127.103823590801,E,E,2,22.24,D,2.6,3.34,2.92,C
525,한강듀클래스 의정부고산 B동,37.7285358124432,127.102767440238,E,E,2,25.48,D,2.16,3.78,2.75,C
526,한강듀클래스 의정부고산 C동,37.728500932082,127.104218807532,E,E,2,19.68,D,2.6,3.34,2.92,C
527,용현지식센터,37.7434086524598,127.083122849345,C,C,7,66.56,A,2.17,3.94,2.8,C
528,NLS 이천타워,37.2324299006675,127.494474330482,E,C,0,0.0,E,3.11,4.42,3.65,D
529,STK아파트형 공장,37.2504130912175,127.473727930705,C,C,1,7.89,D,5.49,3.66,4.39,D
530,우리자연홀딩스(주) 외 4개사,37.2710389561521,127.403223278318,E,D,0,0.0,E,7.77,1.96,3.13,C
531,이천마장 허브스퀘어 지식산업센터,37.2502446704707,127.35803268601,E,C,0,0.0,E,7.65,2.45,3.71,D
532,주식회사 베스트프라퍼티,37.2387414109859,127.497547330019,E,C,0,0.0,E,2.54,3.85,3.06,C
533,아르젠오너스V1,37.7365223085414,126.766632996857,C,C,2,30.13,D,3.79,3.87,3.83,D
534,운정한강듀클래스 ,37.7328600014639,126.766516187937,C,B,1,59.62,A,3.14,3.88,3.47,C
535,(주)과학상자(지식산업센터),37.7160882985136,126.691297182332,E,C,0,0.0,E,2.25,10.0,3.67,D
536,(주)굿미디어,37.7232645448176,126.692375931243,E,C,0,0.0,E,1.93,10.0,3.24,C
537,(주)그룹에이치컴퍼니 지식산업센터,37.7230486919427,126.69252144397,E,C,0,0.0,E,2.0,10.0,3.33,C
538,(주)몽스패밀리 지식산업센터,37.7213164977026,126.69415262079,E,C,0,0.0,E,2.13,10.0,3.51,C
539,(주)스크린 (지식산업센터),37.7228436351487,126.693664956755,E,C,0,0.0,E,2.03,10.0,3.37,C
540,(주)에스엠디자인 지식산업센터2,37.7030948374049,126.683741455769,E,E,0,0.0,E,0.62,10.0,1.17,A
541,(주)오브제디벨롭먼트컴퍼니,37.7172307450195,126.691510205666,E,D,0,0.0,E,2.42,10.0,3.9,D
542,(주)정윤인터내셔날 지식산업센터,37.7286274681441,126.690379849229,E,C,0,0.0,E,1.31,10.0,2.32,B
543,㈜에스엠디자인 지식산업센터,37.7288586887234,126.690838417089,E,D,0,0.0,E,1.3,10.0,2.3,B
544,경인문화사 지식산업센터,37.7205265386824,126.693913709278,E,C,0,0.0,E,2.26,10.0,3.69,D
545,날마다 (지식산업센터),37.7228861121775,126.693091974369,E,C,0,0.0,E,1.96,10.0,3.28,C
546,도서출판 세화 지식산업센터,37.7167988171843,126.690786802387,E,C,0,0.0,E,2.35,10.0,3.81,D
547,돌베개 지식산업센터,37.7072471486724,126.687324255013,E,C,0,0.0,E,1.18,10.0,2.11,B
548,두그루  지식산업센터,37.7085382757392,126.684563988337,E,C,0,0.0,E,1.13,10.0,2.03,B
549,들녘 지식산업센터,37.7108994800173,126.688097668391,E,D,0,0.0,E,1.73,10.0,2.95,C
550,뚜르드까망(지식산업센터),37.7163013385487,126.69231614561,E,D,0,0.0,E,2.32,10.0,3.77,D
551,명필름 지식산업센터,37.7235021465232,126.693385139729,E,C,0,0.0,E,1.96,10.0,3.28,C
552,무카스 지식산업센터,37.7220248279834,126.693523710806,E,D,0,0.0,E,2.06,10.0,3.42,C
553,밝은미래 지식산업센터,37.7212141677033,126.693917345063,E,C,0,0.0,E,2.19,10.0,3.59,D
554,백산지식산업센터,37.7169780423346,126.693382653905,E,D,0,0.0,E,2.51,10.0,4.01,D
555,시조사 지식산업센터,37.7206371030377,126.693538161869,E,C,0,0.0,E,2.24,10.0,3.66,D
556,아시아 지식산업센터,37.7204337107988,126.694180636412,E,C,0,0.0,E,2.26,10.0,3.69,D
557,아카넷,37.7209605859469,126.69337837547,E,C,0,0.0,E,2.17,10.0,3.57,D
558,아트팩토리엔제이에프,37.7216454271566,126.694807660735,E,D,0,0.0,E,2.13,10.0,3.51,C
559,엄마마음 지식산업센터,37.7165539126498,126.692570290589,E,D,0,0.0,E,2.44,10.0,3.92,D
560,예스아이엠 지식산업센터,37.7105541667768,126.687972325131,E,D,0,0.0,E,1.47,10.0,2.56,B
561,우리세움I 지식산업센터,37.7106883103505,126.685830721615,E,D,0,0.0,E,1.39,10.0,2.44,B
562,자음과모음 지식산업센터,37.7169292136555,126.691071733867,E,C,0,0.0,E,2.42,10.0,3.9,D
563,제이티스튜디오(지식산업센터),37.705965485277,126.685347836447,E,C,0,0.0,E,0.8,10.0,1.48,A
564,주식회사 자바소프트,37.707462926774,126.687594496697,E,C,0,0.0,E,1.18,10.0,2.11,B
565,첨단 지식산업센터,37.7171953099326,126.692361898972,E,D,0,0.0,E,2.48,10.0,3.97,D
566,청아 지식산업센터,37.7164863519146,126.692195044558,E,D,0,0.0,E,2.37,10.0,3.83,D
567,톡 지식산업센터,37.7172578520617,126.692091477173,E,D,0,0.0,E,2.48,10.0,3.97,D
568,푸른사상사(지식산업센터),37.7165966213089,126.691743186208,E,D,0,0.0,E,2.37,10.0,3.83,D
569,풀린키 (지식산업센터),37.7092611063689,126.687568803213,E,C,0,0.0,E,1.47,10.0,2.56,B
570,하다니 지식산업센터,37.7060731976249,126.685703008398,E,C,0,0.0,E,0.91,10.0,1.67,A
571,혜지원 지식산업센터,37.7212393955716,126.693397529248,E,C,0,0.0,E,2.17,10.0,3.57,D
572,흙마당 지식산업센터,37.7170633744422,126.692901975561,E,D,0,0.0,E,2.51,10.0,4.01,D
573,(주)케이투파트너스,37.0094219482715,127.07338673079,E,C,1,45.86,C,2.67,6.49,3.78,D
574,ACE101 지식산업센터,37.0286058682229,127.014240773026,E,C,0,0.0,E,4.29,4.35,4.32,D
575,SBC비지니스센터 ,37.0436699385325,127.054900619491,B,A,1,27.89,D,3.0,4.31,3.54,D
576,고덕 G1,37.0288338080331,127.015918083165,E,C,0,0.0,E,4.19,4.24,4.21,D
577,고덕STV지식산업센터,37.026511931106,127.015758350758,E,C,0,0.0,E,4.07,4.12,4.09,D
578,고덕비즈타워,37.0272911801798,127.017085441362,E,C,0,0.0,E,3.85,3.91,3.88,D
579,금호 STV 더 라이브 ,37.0265342312366,127.014717905404,E,C,0,0.0,E,4.07,4.12,4.09,D
580,명성종합건설 주식회사,37.1191000499415,127.066961880797,E,C,1,45.92,C,4.69,4.02,4.33,D
581,삼성에이아이센터,37.0456824535599,127.053602247803,B,A,1,39.54,C,3.21,4.37,3.7,D
582,송탄세종그랑시아,37.0792674224706,127.056125792087,C,A,1,78.64,A,10.0,10.0,10.0,E
583,스마트 시티,37.0083265401606,127.119657896017,C,E,0,0.0,E,3.12,4.9,3.81,D
584,스마트시티,37.0078746146645,127.116979848452,C,D,0,0.0,E,2.99,5.03,3.75,D
585,에스타워 지식산업센터,37.0440126033012,127.055896141079,B,A,1,29.08,D,3.13,4.44,3.67,D
586,에스타워프라임,37.028421916657,127.016637721389,E,C,0,0.0,E,4.0,4.05,4.02,D
587,에이스퍼스트고덕,37.0458743037916,127.052975234073,B,A,1,40.68,C,3.4,4.31,3.8,D
588,주식회사 르일구이,37.0265882532072,127.018267113646,E,C,0,0.0,E,3.85,3.91,3.88,D
589,지식공작소 I-TOWER,37.0272914665425,127.016331562878,E,C,0,0.0,E,4.07,4.12,4.09,D
590,지식공작소 W-TOWER,37.027675446943,127.014717226497,E,C,0,0.0,E,4.07,4.12,4.09,D
591,트라움파트너스,37.0071030201198,127.122690804522,C,D,0,0.0,E,3.34,4.59,3.87,D
592,프리미엄 원희캐슬 고덕신도시,37.044380563514,127.05540304263,B,A,1,31.47,D,3.25,4.44,3.75,D
593,(주)골드랜드제이앤제이,36.9711758169345,126.860026277136,E,D,0,0.0,E,10.0,3.8,5.51,E
594,(주)그랜드코리아,37.0328340018313,127.074192856712,C,D,1,20.98,D,1.51,4.81,2.3,B
595,더퍼스트타워평택,37.1191671238275,127.077962294592,E,D,1,14.25,D,4.05,3.36,3.67,D
596,스마트큐브 평택 산업센터,37.1218947761249,127.067778570892,E,C,1,30.15,D,4.64,3.97,4.28,D
597,스마트키움허브주식회사,37.0358496785043,127.071181736924,E,C,1,5.91,D,1.61,5.3,2.47,B
598,신영부동산신탁 주식회사,37.0332248584311,127.091644720112,C,E,0,0.0,E,2.55,4.09,3.14,C
599,주식회사 더원개발,37.0307792169012,127.071349186433,C,C,1,33.99,D,1.06,5.26,1.76,A
600,주식회사 부성디앤씨,37.0376208692033,127.080833845779,E,C,0,0.0,E,2.46,3.86,3.0,C
601,케이비부동산신탁(주),37.0343415596754,127.071159198981,E,C,2,14.28,D,1.61,5.3,2.47,B
602,케이비부동산신탁(주),37.0343415596754,127.071159198981,E,C,2,14.28,D,1.61,5.3,2.47,B
603,평택지제센트럴타워,37.0109309474232,127.08132917406,E,D,1,34.64,D,2.89,6.71,4.04,D
604,포천 웰플렉스 용정산단,37.8829816421421,127.203311535223,E,D,0,0.0,E,10.0,1.71,2.92,C
605,(주)동양개발산업,37.5510924806736,127.192240831652,B,A,4,32.23,D,4.45,1.78,2.54,B
606,(주)성원애드피아,37.5484786544621,127.193199735548,C,A,4,29.94,D,4.52,1.85,2.63,C
607,DY지식산업센터,37.5529552333853,127.184367892123,C,A,4,33.74,D,3.96,1.36,2.02,B
608,ITECO,37.5535007226481,127.194570855336,A,C,4,39.51,C,4.33,1.83,2.57,B
609,U-테크밸리,37.5498346851799,127.191021646384,C,B,4,28.03,D,4.22,1.55,2.27,B
610,두산더프론트미사,37.5486264741983,127.191561518576,C,A,4,26.8,D,4.4,1.73,2.48,B
611,로얄팰리스 테크노 1차,37.5482328316794,127.189942064162,C,B,4,23.13,D,4.17,1.5,2.21,B
612,미사 하우스디 엘타워,37.5503545021635,127.183386451818,C,B,4,26.34,D,3.49,0.82,1.33,A
613,미사강변 SK V1 center,37.5770582847806,127.191446862047,C,B,2,14.53,D,2.2,1.57,1.83,A
614,미사강변 스카이폴리스,37.5770582847806,127.191446862047,C,B,2,14.53,D,2.2,1.57,1.83,A
615,미사동일넥서스,37.5504086183667,127.191134239704,C,B,4,29.23,D,4.22,1.55,2.27,B
616,미사센텀비즈,37.5505878480772,127.184089217698,C,B,4,26.45,D,4.07,1.65,2.35,B
617,미사테스타타워,37.5526300054519,127.182258074436,C,B,4,36.17,C,3.69,1.63,2.26,B
618,에코큐브 지식산업센터,37.5529552333853,127.184367892123,C,A,4,33.74,D,3.96,1.36,2.02,B
619,영동스마트타워,37.5495449673437,127.19243795,C,B,4,30.13,D,4.42,1.75,2.51,B
620,주식회사 경지,37.5520961007345,127.191131079945,B,A,4,32.1,D,4.51,1.84,2.61,C
621,하남테크노밸리U1 CENTER,37.5458770320376,127.193689787939,C,B,3,32.64,D,4.73,2.06,2.87,C
622,하우스디 스마트밸리,37.5517622353043,127.184475631292,C,B,4,29.96,D,4.14,1.73,2.44,B
623,한강미사 아이에스비즈타워,37.5593934044523,127.203451952939,B,B,3,45.12,C,4.48,2.86,3.49,C
624,현대 테라타워 감일,37.5073958356413,127.165155463569,E,C,1,12.49,D,6.68,2.73,3.88,D
625,현대지식산업센터 한강미사,37.5576406113797,127.205530540013,C,B,3,49.8,B,4.76,3.12,3.77,D
626,현대지식산업센터 한강미사2차(25BL),37.5593934044523,127.203451952939,B,B,3,45.12,C,4.48,2.86,3.49,C
627,현대지식산업센터 한강미사2차(26BL),37.5576406113797,127.205530540013,C,B,3,49.8,B,4.76,3.12,3.77,D
628,현대클러스터 한강미사3차,37.5749830249928,127.193822429404,C,B,2,22.02,D,2.41,1.78,2.05,B
629,화이트코리아산업(주),37.5711409109365,127.195683617561,B,C,1,52.63,B,3.03,1.96,2.38,B
630,희가로 프리미어,37.5496736855952,127.191849938882,C,B,4,29.21,D,4.29,1.62,2.35,B
631,(주)홈에이스산업 지식산업센터,37.1168734701842,126.921635670267,E,E,0,0.0,E,1.05,4.36,1.69,A
632,SH SQUAREⅡ,37.2145282663746,127.10071068431,B,B,1,21.24,D,1.85,2.14,1.98,B
633,SH TIME SQUARE 1,37.2099733741951,127.098129217673,A,B,1,48.64,B,1.44,2.15,1.72,A
634,YK퍼스트타워,37.2111724200129,127.092276206757,B,B,1,41.56,C,0.7,2.61,1.1,A
635,골든아이타워,37.2108572099734,127.093340315348,B,A,1,44.26,C,0.72,2.57,1.12,A
636,더블유스페이스,37.2120780098961,127.097080164029,B,B,1,37.91,C,1.53,2.04,1.75,A
637,더퍼스트타워,37.2078972815466,127.097781588326,A,B,1,60.2,A,1.52,2.46,1.88,A
638,더퍼스트타워쓰리,37.2140090410522,127.094866139606,B,B,1,27.54,D,1.28,1.99,1.56,A
639,더퍼스트타워투,37.2152182537848,127.094972993653,B,B,1,20.85,D,1.45,1.81,1.61,A
640,동익미라벨타워,37.2109847475567,127.094201621117,B,B,1,44.08,C,1.65,2.17,1.87,A
641,동탄 SK V1 center,37.210056001927,127.096703106951,A,B,1,49.25,B,1.44,2.15,1.72,A
642,동탄 금강펜테리움 IT타워,37.2100096953767,127.092172950447,B,B,1,47.67,C,0.7,2.61,1.1,A
643,동탄 우미 뉴브,37.2109638374538,127.096999876865,B,B,1,44.09,C,1.65,2.17,1.87,A
644,동탄IT타워,37.2098367533248,127.091398348887,B,B,1,47.5,C,0.91,2.76,1.37,A
645,동탄금강펜테리움 IX타워,37.210956809315,127.089800424273,B,B,1,39.04,C,0.3,10.0,0.58,A
646,동탄센테라IT타워2,37.2107978668095,127.099495231868,B,B,1,42.6,C,1.56,2.04,1.77,A
647,동탄스위트시그니처타워,37.2140723821486,127.098186575703,B,B,1,26.27,D,2.0,1.92,1.96,B
648,동탄아이티밸리,37.2145168649738,127.099916401648,B,B,1,22.26,D,1.84,1.8,1.82,A
649,동탄아이티밸리2,37.2148399700184,127.103290958061,B,B,1,15.57,D,2.36,1.31,1.68,A
650,동탄역 메가비즈타워 A동,37.2111231421503,127.099499601952,B,B,1,40.88,C,1.46,1.94,1.67,A
651,동탄역 메가비즈타워 B동,37.2111372306634,127.100316158628,B,B,1,39.61,C,1.55,2.05,1.77,A
652,동탄역 메가비즈타워 C동,37.2107600514118,127.100315884619,B,B,1,41.57,C,1.55,2.05,1.77,A
653,동탄역센테라아이티타워,37.2111834715156,127.098144641534,B,B,1,42.07,C,1.53,2.04,1.75,A
654,동탄케이밸리,37.2101955513126,127.091398556326,B,B,1,45.63,C,0.91,2.76,1.37,A
655,동탄코너원스마트타워,37.2139728045508,127.102038334765,B,B,1,22.18,D,1.93,1.48,1.68,A
656,루체스타비즈,37.2135340449715,127.094707031427,B,B,1,30.14,D,1.28,1.99,1.56,A
657,비젼IT타워,37.2138947596953,127.099727211856,B,B,1,25.81,D,1.84,1.8,1.82,A
658,삼성어반타워,37.2108000798619,127.098138512147,B,B,1,44.16,C,1.39,2.28,1.73,A
659,삼성테크노타워,37.2111508435412,127.091399821207,B,B,1,40.61,C,0.91,2.76,1.37,A
660,샹보르 줌타워,37.214446099509,127.102798201049,B,B,1,18.45,D,1.93,1.48,1.68,A
661,서영아너시티,37.211712065919,127.102877746043,B,B,1,31.94,D,1.82,1.88,1.85,A
662,신동탄 헤센IT타워,37.2368026511187,127.061953878263,C,B,2,31.27,D,0.04,4.44,0.08,A
663,신영부동산신탁 주식회사,37.2169634354582,126.833340052403,C,D,0,0.0,E,3.82,5.27,4.43,D
664,아너스카이,37.2126269535032,127.097160630086,B,B,1,34.85,D,1.53,2.04,1.75,A
665,에이팩시티,37.2087433377597,127.097708779287,A,B,1,55.71,B,1.3,2.2,1.63,A
666,우정스마트베이,37.1294504293067,126.797660488461,E,D,0,0.0,E,10.0,7.72,8.71,E
667,원희캐슬봉담,37.219073289827,126.955516186464,C,B,0,0.0,E,1.97,1.91,1.94,B
668,으뜸U-테크밸리,37.2108281316149,127.092272633121,B,B,1,43.41,C,0.7,2.61,1.1,A
669,현대 실리콘앨리 동탄,37.2158270017814,127.101598062408,B,B,1,13.18,D,1.95,1.56,1.73,A
670,효성아이시티타워,37.2149238584239,127.100142263694,B,B,1,19.82,D,1.96,1.68,1.81,A
671,울타리식품(주),35.2731833206329,128.975890462988,E,E,0,0.0,E,5.31,10.0,6.94,E
672,김해오픈이노베이션(OI)지식산업센터,35.2083656117794,128.842913087426,C,C,0,0.0,E,1.66,1.86,1.75,A
673,(주) 에이치케이바이오텍,35.1674780003885,128.133166202886,E,C,0,0.0,E,1.82,3.67,2.43,B
674,EASY SMART,35.1679167739555,128.13247004187,E,C,0,0.0,E,1.82,3.67,2.43,B
675,드림IT밸리,35.1669155332916,128.132719362106,E,C,0,0.0,E,1.67,3.54,2.27,B
676,윙스타워,35.1648964298665,128.127445983211,E,D,0,0.0,E,2.06,2.97,2.43,B
677,주식회사 인애바이오,35.1656658646715,128.129081785643,E,D,0,0.0,E,1.93,2.95,2.33,B
678,주식회사 케이비코스메틱,35.1653248690014,128.128369686808,E,D,0,0.0,E,2.09,3.0,2.46,B
679,진주지식산업센터,35.1830404759968,128.085590234979,B,C,0,0.0,E,3.13,3.87,3.46,C
680,중리아파트형공장(경남개발공사),35.2461893301499,128.511078618781,C,C,0,0.0,E,0.82,1.23,0.98,A
681,(주)성지,35.2145515439417,128.648796267109,C,D,0,0.0,E,2.21,10.0,3.62,D
682,국제신탁(주)SK테크노파크,35.2044394059063,128.663369655689,C,D,0,0.0,E,2.13,10.0,3.51,C
683,아이케이(IK)지식산업센터,35.2081144228355,128.654762005956,C,C,0,0.0,E,1.28,10.0,2.27,B
684,창원제4지식산업센터,35.2044875940607,128.657958411715,C,E,0,0.0,E,2.21,10.0,3.62,D
685,창원지식산업센터,35.2179623596053,128.65134510121,C,E,0,0.0,E,2.77,10.0,4.34,D
686,코리아지식산업센터,35.2207542368911,128.63668429426,E,D,0,0.0,E,4.64,7.0,5.58,E
687,창원테크노밸리지식산업센터,35.2539549882529,128.605101606504,B,C,0,0.0,E,0.4,2.16,0.68,A
688,리팩토리 창원 1공장,35.2497566106261,128.607593704249,B,E,0,0.0,E,0.55,2.23,0.88,A
689,스마트업타워,35.241278430404,128.631501696058,C,C,0,0.0,E,2.88,5.24,3.72,D
690,신화더플렉스시티,35.2475655269683,128.614336858099,B,D,0,0.0,E,1.07,3.43,1.63,A
691,신화테크노밸리,35.2468791653002,128.613754946379,B,D,0,0.0,E,1.07,3.43,1.63,A
692,차룡지식산업센터,35.2380041764163,128.632277977234,C,C,0,0.0,E,2.96,5.32,3.8,D
693,창원제2지식산업센터,35.2433289216981,128.623519880004,C,E,0,0.0,E,1.89,4.25,2.62,C
694,창원제3지식산업센터,35.2381628140883,128.637259441498,C,C,0,0.0,E,3.27,5.63,4.14,D
695,창원제5지식산업센터,35.2466856853325,128.626749431819,C,E,0,0.0,E,2.43,4.79,3.22,C
696,팔용메카밸리지식산업센터,35.249356607098,128.611911441566,B,D,0,0.0,E,0.57,2.93,0.95,A
697,(주)페가서스인터네셔널,35.127840438819,128.786341249592,E,D,0,0.0,E,0.76,2.98,1.21,A
698,진해 공공임대형 지식산업센터,35.1560266202036,128.667780201582,C,D,0,0.0,E,3.79,10.0,5.5,E
699,경산지식산업센터,35.834590624892,128.744938785124,B,C,3,68.28,A,4.21,8.31,5.59,E
700,3D 프린팅 제조혁신센터,36.1187895326751,128.364578453888,C,C,0,0.0,E,4.44,2.22,2.96,C
701,구미지식산업센터,36.1064259034123,128.384317160114,B,D,0,0.0,E,4.97,5.0,4.98,E
702,성원직물(주),36.1023414433868,128.381691498954,B,C,0,0.0,E,5.67,4.87,5.24,E
703,아시아신탁(주),36.1019409284569,128.385519004745,B,C,0,0.0,E,5.37,4.6,4.96,E
704,온페이스 지식산업센터,36.1115176665724,128.38746534031,B,E,0,0.0,E,4.5,4.54,4.52,E
705,우성테크노밸리,36.1105130285719,128.381012942999,B,D,0,0.0,E,4.87,3.96,4.37,D
706,스네일파크(Snail Park),36.1260998172876,128.18248632659,B,D,0,0.0,E,0.52,3.87,0.92,A
707,에이펙스인텍(주),36.1267464647833,128.177485088756,B,D,0,0.0,E,1.14,4.49,1.82,A
708,위드시스템(주),36.1273288721154,128.179226430143,B,D,0,0.0,E,1.06,4.41,1.71,A
709,율곡테크노밸리,36.1278916634471,128.18167487192,C,D,0,0.0,E,0.69,4.04,1.18,A
710,주식회사 에이피솔루션,36.1278712642055,128.178165604265,C,D,0,0.0,E,1.06,4.41,1.71,A
711,주식회사 엘비에스,36.1261826558234,128.177764696064,B,D,0,0.0,E,0.9,4.25,1.49,A
712,주식회사 유에이썬,36.1254537453559,128.181576567761,B,D,0,0.0,E,0.96,4.31,1.57,A
713,지텍크리스탈파크,36.1274059771303,128.180419150667,B,D,0,0.0,E,0.63,3.98,1.09,A
714,헥스테크노피아,36.1275518603437,128.179871815999,B,D,0,0.0,E,0.77,4.12,1.3,A
715,안동시 청년전용지식산업센터,36.5646948977998,128.734753234285,B,B,0,0.0,E,4.21,10.0,5.93,E
716,경북하이테크빌리지 창업연구센타,35.9700003923264,128.432387099709,E,E,0,0.0,E,10.0,2.19,3.59,D
717,(주)오솔,35.1963565190308,126.803710938808,C,E,0,0.0,E,1.88,3.78,2.51,B
718,KBI하남,35.2031200366695,126.801305749278,C,C,0,0.0,E,1.07,3.2,1.6,A
719,Kbi하남,35.2031200366695,126.801305749278,C,C,0,0.0,E,1.07,3.2,1.6,A
720,중진공하남아파트형공장,35.2084900737311,126.812243269,B,D,0,0.0,E,2.44,2.1,2.26,B
721,중진공하남아파트형공장,35.2084900737311,126.812243269,B,D,0,0.0,E,2.44,2.1,2.26,B
722,광주 임대형 지식산업센터,35.1482397487798,126.925758782902,A,A,5,48.77,B,2.58,5.28,3.47,C
723,주식회사 빈센트,35.1621381540366,126.937358998355,C,C,0,0.0,E,0.75,3.76,1.25,A
724,지식산업센터,35.1621381540366,126.937358998355,C,C,6,56.85,B,0.75,3.76,1.25,A
725,(재)광주테크노파크,35.2295353913998,126.861610369779,C,D,0,0.0,E,3.0,4.29,3.53,D
726,TJS지식산업센터,35.225589047746,126.851445713393,B,C,0,0.0,E,2.19,3.19,2.6,C
727,광주하이테크센터,35.2292190853519,126.859322834468,C,D,0,0.0,E,2.6,3.71,3.06,C
728,나사지식산업센터,35.2243397255605,126.848422124977,B,B,0,0.0,E,1.97,2.97,2.37,B
729,락지식산업센터,35.2263159653481,126.85209171336,B,D,0,0.0,E,2.37,3.38,2.79,C
730,마루힐 아이비씨 지식산업센터,35.2225871234562,126.849490625466,B,A,0,0.0,E,2.14,3.12,2.54,B
731,센트럴스퀘어 지식산업센터,35.2009860847858,126.866244356655,B,C,0,0.0,E,2.22,3.09,2.58,B
732,애니온스퀘어,35.1972620921215,126.868334603957,B,C,0,0.0,E,2.22,3.09,2.58,B
733,연제동 1011 지식산업센터,35.2053136631046,126.857632242146,B,B,0,0.0,E,2.31,2.95,2.59,C
734,와이어스파크 첨단지식산업센터,35.2222411185316,126.851700384576,B,B,0,0.0,E,2.19,3.16,2.59,B
735,유포리아 지식산업센터,35.2260456418291,126.852158111523,B,C,0,0.0,E,2.37,3.38,2.79,C
736,유한회사 재이,35.2254146990484,126.852159255925,B,C,0,0.0,E,2.3,3.3,2.71,C
737,전남과학대학 POST BI,35.2348430197727,126.864032291665,C,D,0,0.0,E,3.0,4.78,3.69,D
738,첨단 리채비즈타워,35.2014430966339,126.863201679732,B,D,0,0.0,E,1.38,2.02,1.64,A
739,첨단씨티빌딩,35.225730170447,126.852158683728,B,C,0,0.0,E,2.3,3.3,2.71,C
740,티지엠지식산업센터,35.2260327543757,126.851570348864,B,C,0,0.0,E,2.37,3.38,2.79,C
741,한국광기술원,35.2318535505628,126.86018261704,C,D,0,0.0,E,3.05,4.34,3.58,D
742,허드슨1041,35.205533390048,126.865010338612,B,B,0,0.0,E,1.87,2.51,2.14,B
743,(주)대광,35.2032545725229,126.881804550144,C,E,0,0.0,E,3.68,3.69,3.68,D
744,(주)대광,35.2032545725229,126.881804550144,C,E,0,0.0,E,3.68,3.69,3.68,D
745,광양프런티어밸리 9차,35.2035797177823,126.882853039756,C,E,0,0.0,E,3.66,4.3,3.95,D
746,창업기업성정지원센터,35.2022289043532,126.881785061695,C,E,0,0.0,E,3.68,3.69,3.68,D
747,하림,35.8358573927323,128.576530747949,C,B,5,57.34,B,0.96,10.0,1.75,A
748,드림타워,35.8095051746985,128.551399461996,C,C,2,18.02,D,0.42,5.56,0.78,A
749,월성아파트형공장,35.8301348788794,128.526980985521,C,C,4,15.28,D,1.15,2.59,1.59,A
750,제봉뜰두류봉제지식산업센터,35.8566925938861,128.568627645826,B,B,11,37.57,C,3.64,5.89,4.5,E
751,(재)대구테크노파크,35.8401945256531,128.489054562664,A,B,2,26.61,D,4.49,1.95,2.72,C
752,(주)대진코스텍,35.8506343835762,128.491219368147,B,B,3,85.47,A,3.9,2.85,3.29,C
753,(주)성서지식산업센터,35.8380875437197,128.506597242654,B,C,3,15.71,D,2.85,2.63,2.74,C
754,MJ테크노파크,35.8488576258386,128.489529337245,B,B,3,65.04,A,3.61,2.68,3.08,C
755,갤러리얀 지식산업센터,35.8496606241852,128.489102491795,B,B,3,67.96,A,3.44,2.51,2.9,C
756,뉴비젼 지식산업센터,35.8381762727232,128.503391325714,B,C,3,15.06,D,3.41,2.38,2.8,C
757,동원비즈플랫폼,35.846649790804,128.506484046039,A,C,3,57.48,B,2.24,3.74,2.8,C
758,모다지식산업센터(주) (가동),35.8392323367266,128.487710267669,A,B,2,21.88,D,4.56,1.88,2.66,C
759,모다지식산업센터(주) (나동),35.8392323367266,128.487710267669,A,B,2,21.88,D,4.56,1.88,2.66,C
760,비젼지식산업센터,35.8393685131151,128.502944239166,B,C,3,20.54,D,3.28,2.66,2.94,C
761,성서드림타운,35.8308023351447,128.4964039099,B,C,0,0.0,E,4.0,1.05,1.66,A
762,신기술산업지원센터,35.8330416340195,128.488255229025,B,C,0,0.0,E,4.29,1.44,2.16,B
763,신월성 더 하이브,35.8339935021729,128.522033818711,C,D,2,7.45,D,1.27,1.94,1.54,A
764,이앤씨이노비즈타워,35.8495097578027,128.491014344665,B,C,3,73.96,A,3.54,2.78,3.11,C
765,일신테크노밸리,35.8488163438437,128.491237123873,B,C,3,68.53,A,3.54,2.78,3.11,C
766,펜타플렉스 대구,35.8408635010752,128.486977291211,A,B,2,30.34,D,4.38,2.08,2.82,C
767,한길지식산업센터,35.851066891615,128.490940117394,B,B,3,87.39,A,3.33,2.4,2.79,C
768,대구경북기계협동조합,35.8715793007856,128.468375440044,C,D,2,32.77,D,1.72,2.52,2.04,B
769,신기동 596번지,35.8659948142526,128.704982476913,C,D,4,67.33,A,1.55,2.84,2.01,B
770,이시아폴리스 지식산업센터,35.921834732149,128.634499304827,C,C,0,0.0,E,0.24,2.19,0.43,A
